red,colours,4,https://media.signbsl.com/videos/bsl/signmonkey/mp4/red.mp4,Pointing to the red of your lips
blue,colours,4,https://media.signbsl.com/videos/bsl/signmonkey/mp4/blue.mp4,Rubbing your veins since your veins are blue!
